user_id;segment_id;segment_name;assigned_rewards
503462;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503465;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503471;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503483;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503492;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503501;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503514;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503571;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503592;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
503614;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503617;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503621;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503630;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503635;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503637;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503658;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503667;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
503674;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503690;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503711;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503769;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503779;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503794;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503805;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503806;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503813;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503818;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
503820;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503845;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503871;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503874;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503881;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503896;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503906;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503918;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
503928;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503944;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503945;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503948;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
503964;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503965;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503969;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503973;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503974;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503979;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
503983;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
503997;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504002;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504031;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504059;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504060;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504080;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504081;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504085;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504090;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504120;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504121;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504133;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504199;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504209;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504228;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504240;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504253;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
504257;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504260;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504263;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504274;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504276;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504278;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504280;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504287;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504292;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
504299;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504314;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
504320;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504327;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504331;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504359;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504371;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504377;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504387;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504388;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504405;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504473;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504489;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504496;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504504;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504525;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504528;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504529;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504532;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504539;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504558;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504560;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504577;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504585;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504590;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504596;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504610;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504613;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504639;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504643;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504646;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504651;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504661;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504664;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504665;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504669;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504749;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504755;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504759;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504772;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504773;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504784;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504785;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504786;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504791;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504797;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504810;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504815;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504819;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504832;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504836;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504852;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
504859;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504892;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504897;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504899;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504909;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504916;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504917;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504922;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504936;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504945;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504957;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
504990;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504994;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
504996;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505020;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505025;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505026;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
505030;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505035;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505054;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
505057;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505060;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505062;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505078;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505096;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
505101;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505125;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505134;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505147;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505166;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505230;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505235;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505251;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505257;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505271;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505279;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505285;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505287;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505289;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505308;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505311;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505319;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505332;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505343;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505358;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505366;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505393;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505414;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505433;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505437;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505446;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505451;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505460;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505462;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505498;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505505;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505522;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505526;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505527;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505559;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505598;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505602;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
505607;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505616;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505656;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505661;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505667;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505678;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505680;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505685;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505689;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505690;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505713;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505747;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505759;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505760;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505773;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
505779;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505797;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505833;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505854;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505857;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505858;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505868;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505877;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505909;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505917;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505925;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505933;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505941;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505957;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505958;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505972;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
505973;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
505980;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506004;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506013;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506026;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506049;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506057;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506077;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506104;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506116;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506130;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506146;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506162;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506170;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506173;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506186;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506199;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506200;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506213;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506218;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506227;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506234;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506250;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506271;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506276;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506340;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506363;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506396;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506399;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506402;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506403;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506415;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506418;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506423;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506427;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506441;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506527;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506548;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506550;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506562;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506583;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506593;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506596;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506610;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506611;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506652;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506656;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506675;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506692;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
506704;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506733;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506736;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506762;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506768;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
506773;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
